product_id,product_name,vendor,category,price,original_price,rating,review_count,in_stock,sku,tags,description,created_at,image_url,product_url,is_discounted,discount_amount,discount_percentage,stock_status,created_date,created_year,created_month,created_month_name,price_category,rating_category
128,Eco-Friendly Flannel Shirt,ProGear,Clothing,75.16,,4.4,83,1,SKU-CLO-0128,"fashion, streetwear, casual",High-quality eco-friendly flannel shirt from ProGear. Perfect for everyday use. Features premium materials and thoughtful design. This clothing product has been carefully crafted to meet the highest standards of quality and performance.,2023-10-05 00:00:00,https://placehold.co/400x400/06b6d4/ffffff?text=Flannel,https://scrapingsandbox.com/product/128,0,0.0,0.0,In Stock,2023-10-05,2023,10,October,Affordable,Very Good
129,Lightweight Ice Pack,MindBooks,Health,191.92,317.09,3.4,337,1,SKU-HEA-0129,"wellness, medical, natural",High-quality lightweight ice pack from MindBooks. Perfect for everyday use. Features premium materials and thoughtful design. This health product has been carefully crafted to meet the highest standards of quality and performance.,2022-10-23 00:00:00,https://placehold.co/400x400/84cc16/ffffff?text=Ice,https://scrapingsandbox.com/product/129,1,125.17,39.47,In Stock,2022-10-23,2022,10,October,Luxury,Average
130,Portable Bubble Machine,CozyCorner,Toys,59.9,99.82,3.9,153,0,SKU-TOY-0130,creative,High-quality portable bubble machine from CozyCorner. Perfect for everyday use. Features premium materials and thoughtful design. This toys product has been carefully crafted to meet the highest standards of quality and performance.,2022-12-07 00:00:00,https://placehold.co/400x400/f59e0b/ffffff?text=Bubble,https://scrapingsandbox.com/product/130,1,39.92,39.99,Out of Stock,2022-12-07,2022,12,December,Affordable,Good
131,Lightweight Hand Cream,HomeNest,Beauty,188.36,286.26,4.4,337,1,SKU-BEA-0131,vegan,High-quality lightweight hand cream from HomeNest. Perfect for everyday use. Features premium materials and thoughtful design. This beauty product has been carefully crafted to meet the highest standards of quality and performance.,2022-10-04 00:00:00,https://placehold.co/400x400/06b6d4/ffffff?text=Hand,https://scrapingsandbox.com/product/131,1,97.9,34.2,In Stock,2022-10-04,2022,10,October,Luxury,Very Good
132,Classic Capo,VitalLife,Music,105.87,,4.3,253,1,SKU-MUS-0132,instruments,High-quality classic capo from VitalLife. Perfect for everyday use. Features premium materials and thoughtful design. This music product has been carefully crafted to meet the highest standards of quality and performance.,2023-02-13 00:00:00,https://placehold.co/400x400/3b82f6/ffffff?text=Capo,https://scrapingsandbox.com/product/132,0,0.0,0.0,In Stock,2023-02-13,2023,2,February,Premium,Very Good
133,Professional Car Charger,StyleCraft,Automotive,27.68,33.92,4.3,8,1,SKU-AUT-0133,"travel, safety",High-quality professional car charger from StyleCraft. Perfect for everyday use. Features premium materials and thoughtful design. This automotive product has been carefully crafted to meet the highest standards of quality and performance.,2023-04-13 00:00:00,https://placehold.co/400x400/ef4444/ffffff?text=Car,https://scrapingsandbox.com/product/133,1,6.24,18.4,In Stock,2023-04-13,2023,4,April,Budget,Very Good
134,Eco-Friendly Sunscreen,AutoParts Pro,Beauty,141.25,185.59,4.6,264,1,SKU-BEA-0134,organic,High-quality eco-friendly sunscreen from AutoParts Pro. Perfect for everyday use. Features premium materials and thoughtful design. This beauty product has been carefully crafted to meet the highest standards of quality and performance.,2022-05-26 00:00:00,https://placehold.co/400x400/3b82f6/ffffff?text=Sunscreen,https://scrapingsandbox.com/product/134,1,44.34,23.89,In Stock,2022-05-26,2022,5,May,Premium,Excellent
135,Portable Chain,SparkleBox,Jewelry,141.26,,4.7,387,1,SKU-JEW-0135,"accessories, luxury, handmade",High-quality portable chain from SparkleBox. Perfect for everyday use. Features premium materials and thoughtful design. This jewelry product has been carefully crafted to meet the highest standards of quality and performance.,2023-05-27 00:00:00,https://placehold.co/400x400/3b82f6/ffffff?text=Chain,https://scrapingsandbox.com/product/135,0,0.0,0.0,In Stock,2023-05-27,2023,5,May,Premium,Excellent
136,Advanced Watch,FitPro,Clothing,69.96,,4.3,224,0,SKU-CLO-0136,"fashion, apparel, casual",High-quality advanced watch from FitPro. Perfect for everyday use. Features premium materials and thoughtful design. This clothing product has been carefully crafted to meet the highest standards of quality and performance.,2023-04-20 00:00:00,https://placehold.co/400x400/f97316/ffffff?text=Watch,https://scrapingsandbox.com/product/136,0,0.0,0.0,Out of Stock,2023-04-20,2023,4,April,Affordable,Very Good
137,Modern Stamp Set,PageTurner,Office Supplies,55.31,,4.4,201,0,SKU-OFF-0137,"stationery, desk, organization",High-quality modern stamp set from PageTurner. Perfect for everyday use. Features premium materials and thoughtful design. This office supplies product has been carefully crafted to meet the highest standards of quality and performance.,2023-05-16 00:00:00,https://placehold.co/400x400/f97316/ffffff?text=Stamp,https://scrapingsandbox.com/product/137,0,0.0,0.0,Out of Stock,2023-05-16,2023,5,May,Affordable,Very Good
138,Limited Edition Pick Set,MindBooks,Music,10.84,,4.7,41,1,SKU-MUS-0138,"accessories, performance",High-quality limited edition pick set from MindBooks. Perfect for everyday use. Features premium materials and thoughtful design. This music product has been carefully crafted to meet the highest standards of quality and performance.,2022-06-09 00:00:00,https://placehold.co/400x400/10b981/ffffff?text=Pick,https://scrapingsandbox.com/product/138,0,0.0,0.0,In Stock,2022-06-09,2022,6,June,Budget,Excellent
139,Ultra Slime Kit,GlowUp,Toys,110.41,181.73,3.9,177,1,SKU-TOY-0139,kids,High-quality ultra slime kit from GlowUp. Perfect for everyday use. Features premium materials and thoughtful design. This toys product has been carefully crafted to meet the highest standards of quality and performance.,2023-07-04 00:00:00,https://placehold.co/400x400/f59e0b/ffffff?text=Slime,https://scrapingsandbox.com/product/139,1,71.32,39.25,In Stock,2023-07-04,2023,7,July,Premium,Good
140,Portable Essential Oil,NovaTech,Health,192.76,,3.5,86,1,SKU-HEA-0140,"wellness, supplements",High-quality portable essential oil from NovaTech. Perfect for everyday use. Features premium materials and thoughtful design. This health product has been carefully crafted to meet the highest standards of quality and performance.,2022-04-13 00:00:00,https://placehold.co/400x400/ef4444/ffffff?text=Essential,https://scrapingsandbox.com/product/140,0,0.0,0.0,In Stock,2022-04-13,2022,4,April,Luxury,Good
141,Limited Edition Melatonin,GlowUp,Health,127.15,,4.9,385,1,SKU-HEA-0141,"supplements, medical, fitness",High-quality limited edition melatonin from GlowUp. Perfect for everyday use. Features premium materials and thoughtful design. This health product has been carefully crafted to meet the highest standards of quality and performance.,2022-02-24 00:00:00,https://placehold.co/400x400/ef4444/ffffff?text=Melatonin,https://scrapingsandbox.com/product/141,0,0.0,0.0,In Stock,2022-02-24,2022,2,February,Premium,Excellent
142,Organic Napkin Holder,StyleCraft,Home & Garden,161.36,238.88,4.6,26,0,SKU-HOM-0142,"decor, kitchen, living room",High-quality organic napkin holder from StyleCraft. Perfect for everyday use. Features premium materials and thoughtful design. This home & garden product has been carefully crafted to meet the highest standards of quality and performance.,2022-12-30 00:00:00,https://placehold.co/400x400/06b6d4/ffffff?text=Napkin,https://scrapingsandbox.com/product/142,1,77.52,32.45,Out of Stock,2022-12-30,2022,12,December,Luxury,Excellent
143,Heavy-Duty Belt,AutoParts Pro,Clothing,150.56,237.1,3.3,357,0,SKU-CLO-0143,apparel,High-quality heavy-duty belt from AutoParts Pro. Perfect for everyday use. Features premium materials and thoughtful design. This clothing product has been carefully crafted to meet the highest standards of quality and performance.,2023-02-26 00:00:00,https://placehold.co/400x400/f97316/ffffff?text=Belt,https://scrapingsandbox.com/product/143,1,86.54,36.5,Out of Stock,2023-02-26,2023,2,February,Luxury,Average
144,Organic Self-Help Guide,HomeNest,Books,67.62,,4.4,310,1,SKU-BOO-0144,"literature, education",High-quality organic self-help guide from HomeNest. Perfect for everyday use. Features premium materials and thoughtful design. This books product has been carefully crafted to meet the highest standards of quality and performance.,2023-03-17 00:00:00,https://placehold.co/400x400/8b5cf6/ffffff?text=Self-Help,https://scrapingsandbox.com/product/144,0,0.0,0.0,In Stock,2023-03-17,2023,3,March,Affordable,Very Good
145,Premium Stamp Set,SparkleBox,Office Supplies,193.49,,4.9,350,1,SKU-OFF-0145,"stationery, desk, school",High-quality premium stamp set from SparkleBox. Perfect for everyday use. Features premium materials and thoughtful design. This office supplies product has been carefully crafted to meet the highest standards of quality and performance.,2023-06-13 00:00:00,https://placehold.co/400x400/10b981/ffffff?text=Stamp,https://scrapingsandbox.com/product/145,0,0.0,0.0,In Stock,2023-06-13,2023,6,June,Luxury,Excellent
146,Vintage Body Chain,CozyCorner,Jewelry,126.03,,5.0,60,1,SKU-JEW-0146,"accessories, handmade, sterling",High-quality vintage body chain from CozyCorner. Perfect for everyday use. Features premium materials and thoughtful design. This jewelry product has been carefully crafted to meet the highest standards of quality and performance.,2023-04-02 00:00:00,https://placehold.co/400x400/3b82f6/ffffff?text=Body,https://scrapingsandbox.com/product/146,0,0.0,0.0,In Stock,2023-04-02,2023,4,April,Premium,Excellent
147,Deluxe LED Desk Lamp,DeskMate,Electronics,58.45,,4.7,49,1,SKU-ELE-0147,"tech, digital, wireless",High-quality deluxe led desk lamp from DeskMate. Perfect for everyday use. Features premium materials and thoughtful design. This electronics product has been carefully crafted to meet the highest standards of quality and performance.,2023-03-29 00:00:00,https://placehold.co/400x400/8b5cf6/ffffff?text=LED,https://scrapingsandbox.com/product/147,0,0.0,0.0,In Stock,2023-03-29,2023,3,March,Affordable,Excellent
148,Eco-Friendly Yoga Mat,GlowUp,Sports,68.34,105.17,4.1,75,1,SKU-SPO-0148,"fitness, workout, outdoor",High-quality eco-friendly yoga mat from GlowUp. Perfect for everyday use. Features premium materials and thoughtful design. This sports product has been carefully crafted to meet the highest standards of quality and performance.,2023-09-17 00:00:00,https://placehold.co/400x400/f97316/ffffff?text=Yoga,https://scrapingsandbox.com/product/148,1,36.83,35.02,In Stock,2023-09-17,2023,9,September,Affordable,Very Good
149,Handcrafted Building Blocks,GlowUp,Toys,153.64,255.83,4.4,198,1,SKU-TOY-0149,"games, fun",High-quality handcrafted building blocks from GlowUp. Perfect for everyday use. Features premium materials and thoughtful design. This toys product has been carefully crafted to meet the highest standards of quality and performance.,2022-04-13 00:00:00,https://placehold.co/400x400/10b981/ffffff?text=Building,https://scrapingsandbox.com/product/149,1,102.19,39.94,In Stock,2022-04-13,2022,4,April,Luxury,Very Good
150,Professional Tablet Stand,TechVault,Electronics,194.35,,3.1,450,0,SKU-ELE-0150,"tech, USB",High-quality professional tablet stand from TechVault. Perfect for everyday use. Features premium materials and thoughtful design. This electronics product has been carefully crafted to meet the highest standards of quality and performance.,2022-05-12 00:00:00,https://placehold.co/400x400/10b981/ffffff?text=Tablet,https://scrapingsandbox.com/product/150,0,0.0,0.0,Out of Stock,2022-05-12,2022,5,May,Luxury,Average
151,Vintage Beef Jerky,PageTurner,Food & Beverage,120.07,197.95,4.2,294,1,SKU-FOO-0151,"organic, gourmet, artisan",High-quality vintage beef jerky from PageTurner. Perfect for everyday use. Features premium materials and thoughtful design. This food & beverage product has been carefully crafted to meet the highest standards of quality and performance.,2023-07-25 00:00:00,https://placehold.co/400x400/3b82f6/ffffff?text=Beef,https://scrapingsandbox.com/product/151,1,77.88,39.34,In Stock,2023-07-25,2023,7,July,Premium,Very Good
152,Premium Carving Tools,HomeNest,Art,29.14,38.49,3.3,197,1,SKU-ART-0152,"supplies, drawing, crafts",High-quality premium carving tools from HomeNest. Perfect for everyday use. Features premium materials and thoughtful design. This art product has been carefully crafted to meet the highest standards of quality and performance.,2023-02-05 00:00:00,https://placehold.co/400x400/6366f1/ffffff?text=Carving,https://scrapingsandbox.com/product/152,1,9.35,24.29,In Stock,2023-02-05,2023,2,February,Budget,Average
153,Smart Aquarium Plant,PageTurner,Pet Supplies,38.06,61.1,4.7,19,1,SKU-PET-0153,"cats, grooming, food",High-quality smart aquarium plant from PageTurner. Perfect for everyday use. Features premium materials and thoughtful design. This pet supplies product has been carefully crafted to meet the highest standards of quality and performance.,2022-05-09 00:00:00,https://placehold.co/400x400/f97316/ffffff?text=Aquarium,https://scrapingsandbox.com/product/153,1,23.04,37.71,In Stock,2022-05-09,2022,5,May,Budget,Excellent
154,Handcrafted Watch,AutoParts Pro,Clothing,53.69,,4.0,306,1,SKU-CLO-0154,fashion,High-quality handcrafted watch from AutoParts Pro. Perfect for everyday use. Features premium materials and thoughtful design. This clothing product has been carefully crafted to meet the highest standards of quality and performance.,2023-04-30 00:00:00,https://placehold.co/400x400/8b5cf6/ffffff?text=Watch,https://scrapingsandbox.com/product/154,0,0.0,0.0,In Stock,2023-04-30,2023,4,April,Affordable,Very Good
155,Vintage Bird Feeder,SoundWave,Pet Supplies,88.67,108.37,4.8,121,1,SKU-PET-0155,grooming,High-quality vintage bird feeder from SoundWave. Perfect for everyday use. Features premium materials and thoughtful design. This pet supplies product has been carefully crafted to meet the highest standards of quality and performance.,2023-03-19 00:00:00,https://placehold.co/400x400/84cc16/ffffff?text=Bird,https://scrapingsandbox.com/product/155,1,19.7,18.18,In Stock,2023-03-19,2023,3,March,Affordable,Excellent
156,Organic Plant Pot,ArtisanHub,Home & Garden,117.02,,3.9,497,1,SKU-HOM-0156,"kitchen, garden",High-quality organic plant pot from ArtisanHub. Perfect for everyday use. Features premium materials and thoughtful design. This home & garden product has been carefully crafted to meet the highest standards of quality and performance.,2022-04-21 00:00:00,https://placehold.co/400x400/6366f1/ffffff?text=Plant,https://scrapingsandbox.com/product/156,0,0.0,0.0,In Stock,2022-04-21,2022,4,April,Premium,Good
157,Eco-Friendly Eye Cream,MindBooks,Beauty,123.02,,3.5,332,1,SKU-BEA-0157,"skincare, cosmetics",High-quality eco-friendly eye cream from MindBooks. Perfect for everyday use. Features premium materials and thoughtful design. This beauty product has been carefully crafted to meet the highest standards of quality and performance.,2024-01-01 00:00:00,https://placehold.co/400x400/84cc16/ffffff?text=Eye,https://scrapingsandbox.com/product/157,0,0.0,0.0,In Stock,2024-01-01,2024,1,January,Premium,Good
158,Smart Boxing Gloves,StyleCraft,Sports,96.53,163.18,3.7,228,1,SKU-SPO-0158,"fitness, gym",High-quality smart boxing gloves from StyleCraft. Perfect for everyday use. Features premium materials and thoughtful design. This sports product has been carefully crafted to meet the highest standards of quality and performance.,2023-05-13 00:00:00,https://placehold.co/400x400/f59e0b/ffffff?text=Boxing,https://scrapingsandbox.com/product/158,1,66.65,40.84,In Stock,2023-05-13,2023,5,May,Affordable,Good
159,Portable Tape Dispenser,PawPal,Office Supplies,102.6,,4.2,265,1,SKU-OFF-0159,"stationery, work",High-quality portable tape dispenser from PawPal. Perfect for everyday use. Features premium materials and thoughtful design. This office supplies product has been carefully crafted to meet the highest standards of quality and performance.,2023-02-15 00:00:00,https://placehold.co/400x400/8b5cf6/ffffff?text=Tape,https://scrapingsandbox.com/product/159,0,0.0,0.0,In Stock,2023-02-15,2023,2,February,Premium,Very Good
160,Classic Nail Polish,SparkleBox,Beauty,112.45,,3.0,25,1,SKU-BEA-0160,"cosmetics, organic",High-quality classic nail polish from SparkleBox. Perfect for everyday use. Features premium materials and thoughtful design. This beauty product has been carefully crafted to meet the highest standards of quality and performance.,2022-01-03 00:00:00,https://placehold.co/400x400/84cc16/ffffff?text=Nail,https://scrapingsandbox.com/product/160,0,0.0,0.0,In Stock,2022-01-03,2022,1,January,Premium,Average
161,Essential Mystery Novel,StyleCraft,Books,153.85,,3.6,41,1,SKU-BOO-0161,"reading, bestseller",High-quality essential mystery novel from StyleCraft. Perfect for everyday use. Features premium materials and thoughtful design. This books product has been carefully crafted to meet the highest standards of quality and performance.,2023-08-31 00:00:00,https://placehold.co/400x400/f97316/ffffff?text=Mystery,https://scrapingsandbox.com/product/161,0,0.0,0.0,In Stock,2023-08-31,2023,8,August,Luxury,Good
162,Premium Omega-3 Capsules,GlowUp,Health,201.63,,5.0,278,0,SKU-HEA-0162,"wellness, supplements, natural",High-quality premium omega-3 capsules from GlowUp. Perfect for everyday use. Features premium materials and thoughtful design. This health product has been carefully crafted to meet the highest standards of quality and performance.,2022-06-11 00:00:00,https://placehold.co/400x400/f97316/ffffff?text=Omega-3,https://scrapingsandbox.com/product/162,0,0.0,0.0,Out of Stock,2022-06-11,2022,6,June,Luxury,Excellent
163,Classic Leash,MindBooks,Pet Supplies,89.34,122.49,4.1,185,1,SKU-PET-0163,"pets, food",High-quality classic leash from MindBooks. Perfect for everyday use. Features premium materials and thoughtful design. This pet supplies product has been carefully crafted to meet the highest standards of quality and performance.,2023-11-24 00:00:00,https://placehold.co/400x400/8b5cf6/ffffff?text=Leash,https://scrapingsandbox.com/product/163,1,33.15,27.06,In Stock,2023-11-24,2023,11,November,Affordable,Very Good
164,Essential Stud Earrings,NovaTech,Jewelry,158.99,229.0,3.5,234,1,SKU-JEW-0164,luxury,High-quality essential stud earrings from NovaTech. Perfect for everyday use. Features premium materials and thoughtful design. This jewelry product has been carefully crafted to meet the highest standards of quality and performance.,2022-02-21 00:00:00,https://placehold.co/400x400/ef4444/ffffff?text=Stud,https://scrapingsandbox.com/product/164,1,70.01,30.57,In Stock,2022-02-21,2022,2,February,Luxury,Good
165,Smart Jump Rope,DeskMate,Sports,150.09,,5.0,257,1,SKU-SPO-0165,"training, gym",High-quality smart jump rope from DeskMate. Perfect for everyday use. Features premium materials and thoughtful design. This sports product has been carefully crafted to meet the highest standards of quality and performance.,2023-05-25 00:00:00,https://placehold.co/400x400/10b981/ffffff?text=Jump,https://scrapingsandbox.com/product/165,0,0.0,0.0,In Stock,2023-05-25,2023,5,May,Luxury,Excellent
166,Premium History Book,VitalLife,Books,41.46,,3.0,31,1,SKU-BOO-0166,bestseller,High-quality premium history book from VitalLife. Perfect for everyday use. Features premium materials and thoughtful design. This books product has been carefully crafted to meet the highest standards of quality and performance.,2023-04-15 00:00:00,https://placehold.co/400x400/8b5cf6/ffffff?text=History,https://scrapingsandbox.com/product/166,0,0.0,0.0,In Stock,2023-04-15,2023,4,April,Budget,Average
167,Wireless Vinyl Record,NovaTech,Music,107.79,175.94,4.1,468,1,SKU-MUS-0167,"recording, accessories",High-quality wireless vinyl record from NovaTech. Perfect for everyday use. Features premium materials and thoughtful design. This music product has been carefully crafted to meet the highest standards of quality and performance.,2023-03-18 00:00:00,https://placehold.co/400x400/ef4444/ffffff?text=Vinyl,https://scrapingsandbox.com/product/167,1,68.15,38.73,In Stock,2023-03-18,2023,3,March,Premium,Very Good
168,Advanced Food Bowl,UrbanThread,Pet Supplies,100.78,,4.4,41,1,SKU-PET-0168,"dogs, pets, grooming",High-quality advanced food bowl from UrbanThread. Perfect for everyday use. Features premium materials and thoughtful design. This pet supplies product has been carefully crafted to meet the highest standards of quality and performance.,2022-11-11 00:00:00,https://placehold.co/400x400/10b981/ffffff?text=Food,https://scrapingsandbox.com/product/168,0,0.0,0.0,In Stock,2022-11-11,2022,11,November,Premium,Very Good
169,Professional Hoop Earrings,SparkleBox,Jewelry,57.53,,4.1,274,1,SKU-JEW-0169,"luxury, handmade, sterling",High-quality professional hoop earrings from SparkleBox. Perfect for everyday use. Features premium materials and thoughtful design. This jewelry product has been carefully crafted to meet the highest standards of quality and performance.,2022-09-15 00:00:00,https://placehold.co/400x400/3b82f6/ffffff?text=Hoop,https://scrapingsandbox.com/product/169,0,0.0,0.0,In Stock,2022-09-15,2022,9,September,Affordable,Very Good
170,Smart Seat Cover,FitPro,Automotive,48.18,,3.3,205,1,SKU-AUT-0170,"car, accessories, travel",High-quality smart seat cover from FitPro. Perfect for everyday use. Features premium materials and thoughtful design. This automotive product has been carefully crafted to meet the highest standards of quality and performance.,2022-08-03 00:00:00,https://placehold.co/400x400/6366f1/ffffff?text=Seat,https://scrapingsandbox.com/product/170,0,0.0,0.0,In Stock,2022-08-03,2022,8,August,Budget,Average
171,Heavy-Duty Vinyl Record,UrbanThread,Music,68.64,,4.7,91,1,SKU-MUS-0171,"recording, accessories",High-quality heavy-duty vinyl record from UrbanThread. Perfect for everyday use. Features premium materials and thoughtful design. This music product has been carefully crafted to meet the highest standards of quality and performance.,2023-07-23 00:00:00,https://placehold.co/400x400/ef4444/ffffff?text=Vinyl,https://scrapingsandbox.com/product/171,0,0.0,0.0,In Stock,2023-07-23,2023,7,July,Affordable,Excellent
172,Vintage Pull-Up Bar,GlowUp,Sports,202.91,,4.7,441,0,SKU-SPO-0172,"outdoor, training",High-quality vintage pull-up bar from GlowUp. Perfect for everyday use. Features premium materials and thoughtful design. This sports product has been carefully crafted to meet the highest standards of quality and performance.,2023-06-17 00:00:00,https://placehold.co/400x400/6366f1/ffffff?text=Pull-Up,https://scrapingsandbox.com/product/172,0,0.0,0.0,Out of Stock,2023-06-17,2023,6,June,Luxury,Excellent
173,Portable MIDI Controller,NovaTech,Music,203.13,,3.1,267,1,SKU-MUS-0173,"instruments, recording",High-quality portable midi controller from NovaTech. Perfect for everyday use. Features premium materials and thoughtful design. This music product has been carefully crafted to meet the highest standards of quality and performance.,2022-10-31 00:00:00,https://placehold.co/400x400/ec4899/ffffff?text=MIDI,https://scrapingsandbox.com/product/173,0,0.0,0.0,In Stock,2022-10-31,2022,10,October,Luxury,Average
174,Advanced Eye Cream,PageTurner,Beauty,7.7,,4.1,151,1,SKU-BEA-0174,"skincare, cosmetics, self-care",High-quality advanced eye cream from PageTurner. Perfect for everyday use. Features premium materials and thoughtful design. This beauty product has been carefully crafted to meet the highest standards of quality and performance.,2022-11-01 00:00:00,https://placehold.co/400x400/8b5cf6/ffffff?text=Eye,https://scrapingsandbox.com/product/174,0,0.0,0.0,In Stock,2022-11-01,2022,11,November,Budget,Very Good
175,Modern Planner,ArtisanHub,Books,113.53,,4.9,4,1,SKU-BOO-0175,"reading, bestseller, paperback",High-quality modern planner from ArtisanHub. Perfect for everyday use. Features premium materials and thoughtful design. This books product has been carefully crafted to meet the highest standards of quality and performance.,2022-03-15 00:00:00,https://placehold.co/400x400/f59e0b/ffffff?text=Planner,https://scrapingsandbox.com/product/175,0,0.0,0.0,In Stock,2022-03-15,2022,3,March,Premium,Excellent
176,Lightweight Chinos,PageTurner,Clothing,18.67,,3.4,79,1,SKU-CLO-0176,"fashion, streetwear, casual",High-quality lightweight chinos from PageTurner. Perfect for everyday use. Features premium materials and thoughtful design. This clothing product has been carefully crafted to meet the highest standards of quality and performance.,2023-12-07 00:00:00,https://placehold.co/400x400/f97316/ffffff?text=Chinos,https://scrapingsandbox.com/product/176,0,0.0,0.0,In Stock,2023-12-07,2023,12,December,Budget,Average
177,Premium Spice Set,GlowUp,Food & Beverage,6.68,10.62,3.4,461,1,SKU-FOO-0177,"gourmet, snacks, artisan",High-quality premium spice set from GlowUp. Perfect for everyday use. Features premium materials and thoughtful design. This food & beverage product has been carefully crafted to meet the highest standards of quality and performance.,2022-02-10 00:00:00,https://placehold.co/400x400/f97316/ffffff?text=Spice,https://scrapingsandbox.com/product/177,1,3.94,37.1,In Stock,2022-02-10,2022,2,February,Budget,Average
178,Handcrafted Phone Mount,ProGear,Automotive,128.07,,3.7,405,1,SKU-AUT-0178,"maintenance, travel",High-quality handcrafted phone mount from ProGear. Perfect for everyday use. Features premium materials and thoughtful design. This automotive product has been carefully crafted to meet the highest standards of quality and performance.,2023-03-11 00:00:00,https://placehold.co/400x400/ef4444/ffffff?text=Phone,https://scrapingsandbox.com/product/178,0,0.0,0.0,In Stock,2023-03-11,2023,3,March,Premium,Good
179,Professional Sun Shade,HomeNest,Automotive,7.31,9.7,4.4,178,1,SKU-AUT-0179,"accessories, maintenance, travel",High-quality professional sun shade from HomeNest. Perfect for everyday use. Features premium materials and thoughtful design. This automotive product has been carefully crafted to meet the highest standards of quality and performance.,2023-12-26 00:00:00,https://placehold.co/400x400/10b981/ffffff?text=Sun,https://scrapingsandbox.com/product/179,1,2.39,24.64,In Stock,2023-12-26,2023,12,December,Budget,Very Good
180,Eco-Friendly Blood Pressure Monitor,ArtisanHub,Health,83.4,,4.3,165,0,SKU-HEA-0180,"wellness, supplements, fitness",High-quality eco-friendly blood pressure monitor from ArtisanHub. Perfect for everyday use. Features premium materials and thoughtful design. This health product has been carefully crafted to meet the highest standards of quality and performance.,2023-12-21 00:00:00,https://placehold.co/400x400/ef4444/ffffff?text=Blood,https://scrapingsandbox.com/product/180,0,0.0,0.0,Out of Stock,2023-12-21,2023,12,December,Affordable,Very Good
181,Deluxe Protein Bar,MindBooks,Food & Beverage,120.78,203.44,4.7,405,1,SKU-FOO-0181,snacks,High-quality deluxe protein bar from MindBooks. Perfect for everyday use. Features premium materials and thoughtful design. This food & beverage product has been carefully crafted to meet the highest standards of quality and performance.,2022-06-15 00:00:00,https://placehold.co/400x400/6366f1/ffffff?text=Protein,https://scrapingsandbox.com/product/181,1,82.66,40.63,In Stock,2022-06-15,2022,6,June,Premium,Excellent
182,Lightweight Notebook,TechVault,Office Supplies,165.84,267.36,3.9,63,1,SKU-OFF-0182,"stationery, desk, organization",High-quality lightweight notebook from TechVault. Perfect for everyday use. Features premium materials and thoughtful design. This office supplies product has been carefully crafted to meet the highest standards of quality and performance.,2023-05-20 00:00:00,https://placehold.co/400x400/10b981/ffffff?text=Notebook,https://scrapingsandbox.com/product/182,1,101.52,37.97,In Stock,2023-05-20,2023,5,May,Luxury,Good
183,Modern Binder,MindBooks,Office Supplies,130.68,,3.2,478,0,SKU-OFF-0183,"desk, school, work",High-quality modern binder from MindBooks. Perfect for everyday use. Features premium materials and thoughtful design. This office supplies product has been carefully crafted to meet the highest standards of quality and performance.,2023-02-18 00:00:00,https://placehold.co/400x400/f97316/ffffff?text=Binder,https://scrapingsandbox.com/product/183,0,0.0,0.0,Out of Stock,2023-02-18,2023,2,February,Premium,Average
184,Advanced Car Charger,DeskMate,Automotive,63.89,,4.9,373,1,SKU-AUT-0184,"car, accessories, safety",High-quality advanced car charger from DeskMate. Perfect for everyday use. Features premium materials and thoughtful design. This automotive product has been carefully crafted to meet the highest standards of quality and performance.,2023-09-23 00:00:00,https://placehold.co/400x400/10b981/ffffff?text=Car,https://scrapingsandbox.com/product/184,0,0.0,0.0,In Stock,2023-09-23,2023,9,September,Affordable,Excellent
185,Portable Napkin Holder,GlowUp,Home & Garden,76.76,121.82,3.2,158,1,SKU-HOM-0185,"kitchen, living room, cozy",High-quality portable napkin holder from GlowUp. Perfect for everyday use. Features premium materials and thoughtful design. This home & garden product has been carefully crafted to meet the highest standards of quality and performance.,2023-05-16 00:00:00,https://placehold.co/400x400/10b981/ffffff?text=Napkin,https://scrapingsandbox.com/product/185,1,45.06,36.99,In Stock,2023-05-16,2023,5,May,Affordable,Average
186,Professional Leash,GlowUp,Pet Supplies,119.7,,3.0,125,1,SKU-PET-0186,cats,High-quality professional leash from GlowUp. Perfect for everyday use. Features premium materials and thoughtful design. This pet supplies product has been carefully crafted to meet the highest standards of quality and performance.,2023-04-10 00:00:00,https://placehold.co/400x400/ec4899/ffffff?text=Leash,https://scrapingsandbox.com/product/186,0,0.0,0.0,In Stock,2023-04-10,2023,4,April,Premium,Average
187,Deluxe Ice Scraper,CozyCorner,Automotive,96.31,,4.2,125,1,SKU-AUT-0187,"car, accessories",High-quality deluxe ice scraper from CozyCorner. Perfect for everyday use. Features premium materials and thoughtful design. This automotive product has been carefully crafted to meet the highest standards of quality and performance.,2023-05-02 00:00:00,https://placehold.co/400x400/84cc16/ffffff?text=Ice,https://scrapingsandbox.com/product/187,0,0.0,0.0,In Stock,2023-05-02,2023,5,May,Affordable,Very Good
188,Vintage Label Maker,SoundWave,Office Supplies,131.62,212.46,4.3,94,1,SKU-OFF-0188,"desk, organization",High-quality vintage label maker from SoundWave. Perfect for everyday use. Features premium materials and thoughtful design. This office supplies product has been carefully crafted to meet the highest standards of quality and performance.,2023-09-20 00:00:00,https://placehold.co/400x400/ef4444/ffffff?text=Label,https://scrapingsandbox.com/product/188,1,80.84,38.05,In Stock,2023-09-20,2023,9,September,Premium,Very Good
